,data_point_id,adjudicated,label,original_text
270,270,adjudicated,DP,"Notwithstanding the provisions of this subsection (d), no Remarketing Agent shall be required to contribute any amount in excess of the amount by which the total price at which the applicable Securities remarketed by it and distributed to the public were offered to the public exceeds the amount of any damages which such Remarketing Agent has otherwise been required to pay by reason of such untrue or alleged untrue statement or omission or alleged omission."
271,271,adjudicated,MP,"In the event Duval does not meet                   the Minimum Annual Performance Requirements for a Contract                   Year, $375,000 of the Additional License Fee will be deemed to                   be unearned. In the event the Company terminates the                   Agreement in accordance with Section 16, any unearned                   Additional License Fee will be fully refundable and due the                   Company as set forth in Section 16. Any unearned Additional License Fee is fully                 &bbsp; refundable and due Company no later then January 31st of the                   following year."
272,272,adjudicated,DP,"The Licensee hereby grants to the Licensor an irrevocable, non-exclusive, royalty-free, perpetual, worldwide license to use of any Licensee Know-how."
273,273,adjudicated,NP,"Upon expiration of this Agreement, with all conditions being equal, Party B has the preferential right to continue Cooperation with Party A in respect of the real estate channel."
274,274,adjudicated,MP,"Any and all claims and actions arising out of or relating to this Agreement, the relationship between you and us, or your operation of the Restaurant, brought by any party hereto against the other, must be commenced within one (1) year from the occurrence of the facts giving rise to such claim or action, or, it is expressly acknowledged and agreed by all parties, such claim or action will be irrevocably barred. Each of us waives any right to or claim of punitive, exemplary, multiple, or consequential damages against the other in litigation and agrees to be limited to the recovery of actual damages sustained."
275,275,adjudicated,NP,"AMI/MEA Agreement"" shall mean that certain Amended and Restated Area of Mutual Interest and Midstream Exclusivity Agreement dated April 14, 2015 among PennTex North Louisiana, LLC, Customer, PennTex NLA Holdings, LLC and MRD WHR LA Midstream LLC, as such agreement may be amended, supplemented or otherwise modified from time to time.<omitted>During the Term, subject to the terms of the AMI/MEA Agreement, Customer dedicates and commits to this Agreement, and shall deliver or cause to be delivered to the Transportation System for transportation hereunder, all of Customer's owned or controlled residue Gas delivered from any of the Plants."
276,276,adjudicated,DP,"SEV's entire liability in respect of the sums payable pursuant to the indemnities contained in Clauses 13.4 and 13.5 shall be  limited to the annualised value of the Maintenance Charges calculated on the Commencement Date or the last anniversary  thereof, unless SEV is insured in respect of such liability, in which case SEV's liability under Clauses 13.4 and 13.5 shall be  limited to the extent of such cover. DCL will indemnify and will keep SEV indemnified in full against all Liabilities arising directly or indirectly in connection with.     11.4.1 the employment or termination of employment by DCL of any of the Transferring Employees (whether or not  terminated by notice and, if so terminated, whenever that notice expires) up to and including the Commencement  Date;     11.4.2 any act, omission or default of DCL up to and including the Commencement Date in respect of the employment by  DCL of the Transferring Employees;     11.4.3 DCL's failure to inform or consult as required under Regulation 10 and 10A of the Regulations except to the extent  that any such action or claim (or any part of such action or claim) arises from any failure by SEV to give DCL the  information required from SEV to enable DCL to comply with its obligations under Regulation 10(3) of the  Regulations;     11.4.4 any claim by a Transferring Employee that such person is entitled for any reason to take benefits not relating to old  age, invalidity or survivors pursuant to the terms of any pension scheme in which SEV is not then participating, or  pursuant to the Transferring Employee's terms and conditions of employment prior to the Commencement Date;     11.4.5 any claim by any trade union, staff association or staff body recognised by DCL in respect of all or any of the  Transferring Employees arising out of DCL's failure to comply with its legal obligations to such trade unions or  staff associations or bodies; and     11.4.6 any claim by any former, existing or future employee of DCL (other than the Transferring Employees) against SEV  concerning or relating to any matter whatever. DCL shall not be liable to SEV under the provisions of this clause 11 for indirect loss, consequential loss or loss of profits. SEV shall be liable for any damage caused to the Premises by its employees, agents, sub-contractors and invitees. SEV shall not be liable for the failure to provide Maintenance Services due to being unable to gain access to Vehicles  through DCL exercising their rights under this Clause 10. DCL will reimburse Redundancy Costs to SEV in accordance with Clause 11.6 up to a maximum total sum as set out in  Schedule Two (""the Redundancy Cap""). Subject to Clause 11.6. SEV will indemnify and keep DCL indemnified in full against all Liabilities arising directly or indirectly  in connection with:     11.5.1 any Employment Costs arising in relation to the Contracted Period in relation to the Employees;<omitted>11.5.2 the employment or termination of employment by SEV of any of the Employees (whether or not terminated by notice  and, if so terminated, whenever that notice expires); and     11.5.3 any act, omission or default of SEV in respect of the employment by SEV of the Employees."
277,277,adjudicated,MP,"During the Term, of this Agreement and for an additional period of two (2) years from the date of termination of this Agreement, the Contractor undertakes not to develop on its own account any Product."
278,278,adjudicated,MP,"NETGEAR's agreement not to appoint additional distributors of NETGEAR Products in the Territory during the [*] of this Agreement is predicated upon Distributor performing the mutually agreed upon activities included in the Marketing Plan attached as Exhibit 4. Distributor shall be the only distributor appointed by NETGEAR in the Territory, subject to Distributor conducting mutually agreed to marketing activities as described in the Marketing Plan to be developed and agreed to by and between the parties and which shall be attached to and made a part of this Agreement as Exhibit 4."
279,279,adjudicated,MP,"Upon the third failure by King to meet the PDE Minimum during any six consecutive Agreement Quarters, Depomed shall have the right to [***] or demand that King shall cure such default in the same manner outlined in clause (i) above for the first such default. In fulfilling its obligations under this Section 4.1(b), King will perform [***], as follows: King will perform no less than an average of [***], with such reach and frequency as the JCC determines as part of the Annual Plan each year. King agrees that from and after the Promotion Commencement Date, the King Sales Force will be staffed with at least [***] full-time Sales Representatives (subject to vacancies consistent with average vacancy rate experienced by King across its total sales force) who are actively promoting the Product in accordance with the Launch Plan or Annual Plan (the ""Minimum Sales Force Level""); provided that King may meet such requirement to actively promote the Product by promoting the Product through P2 Details and P3 Details. If King does not perform, in the aggregate, two times the PDE Minimum in any two consecutive Agreement Quarters, Depomed may demand that King cure such default by (A) [***] and (B) [***], in each case, prior to the end of the next succeeding Agreement Quarter following notice from Depomed. In the event that King does not perform the PDE Minimum in any Agreement Quarter (the difference between such PDE Minimum and the number of PDEs actually conducted, the ""PDE Shortfall""), King will have until the end of the Agreement Quarter immediately following to cure its failure by providing a sufficient number of excess PDEs in the immediately following Agreement Quarter. From and after the Promotion Commencement Date, King shall perform at least [***] PDEs per calendar year, with such amount prorated over the initial and final calendar years of the Term if either such year is a partial year. If, as of the end of any period of the immediately previous four consecutive Agreement Quarters, Promotion Net Sales for such period are less than $[***], either party shall have the right to terminate this Agreement on 120 days' prior written notice to the other party, which notice may not be given before the third anniversary of the Promotion Commencement Date."
280,280,adjudicated,DP,"You agree, upon the reasonable request of Nationwide, to provide access during normal business hours to your facilities and records related to the services provided and the compensation payable hereunder, and to permit Nationwide to review the quality of such services provided and to respond to requests of the Trust's Board of Trustees."
281,281,adjudicated,DP,"Once presented with an opportunity, Hertz shall have five (5) business days in which to accept or reject such terms. If iVillage does not receive Hertz's acceptance or rejection of such within the allotted time, iVillage shall deem Hertz's silence as rejection. In addition, in the event that iVillage desires to form a sponsorship relationship with an automobile rental company during the term of this Agreement, iVillage shall notify Hertz and provide Hertz with an opportunity to enter into such a relationship with iVillage, on not less favorable terms than those offered to any other automobile rental company."
282,282,adjudicated,DP,"Bioamber hereby grants Cargill, and Cargill hereby accepts, an exclusive, worldwide, royalty-free license with an unlimited right to  sublicense under and to Bioamber Improvements for use outside the Field during the term of this Development Agreement Cargill hereby grants Bioamber, and Bioamber hereby accepts, an exclusive, royalty-free license to Cargill Improvements and Joint  Improvements for use in the Field during the term of this Development Agreement with a reservation of right for Cargill to practice  such Cargill Improvements and Joint Improvements for use in the field of succinic acid and salts thereof during the term of this  Development Agreement."
283,283,adjudicated,DP,"EXCEPT (I) WITH RESPECT TO ANY BREACH OF ARTICLE 8 (CONFIDENTIALITY), (II) FOR THIRD PARTY PENALTIES, COSTS AND EXPENSES AS SET FORTH IN SECTION 2.9, OR (III) FOR [***], TO THE MAXIMUM EXTENT PERMITTED BY LAW, (A) NEITHER PARTY SHALL BE LIABLE TO THE OTHER PARTY FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL OR PUNITIVE DAMAGES, WHETHER LIABILITY IS ASSERTED IN CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY, OR ANY OTHER THEORY OR FORM OF ACTION, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY THEREOF; AND (B) EACH PARTY'S TOTAL LIABILITY TO THE OTHER PARTY UNDER THIS SUPPLY AGREEMENT SHALL NOT EXCEED [***]."
284,284,adjudicated,DP,"NCC shall not be liable for any loss caused to the Owner or the             Licensee either jointly or severally except for loss of or damage to             the Material to the extent that such loss or damage is caused by the             negligent acts or omissions of NCC, its employees, agents or             sub-contractors and in such event NCC's total liability in respect             of all claims arising under or by virtue of this Agreement shall             not (except in the case of claims for personal injury or death)             exceed the sum of (pounds)500,000. NCC shall in no circumstances be liable to the Owner or the Licensee             for indirect or consequential loss of any nature whatsoever whether             for loss of profit, loss of business or otherwise."
285,285,adjudicated,DP,"OntoChem hereby grants to Anixa a non-exclusive, fully paid-up, royalty-free, perpetual, irrevocable, transferable, worldwide license (with the right to grant and authorize sublicenses through multiple tiers) under any patents which OntoChem or any of its Affiliates own or control during the term of this Agreement, to make, have made, use, sell, offer for sale and import the Lead Scaffold(s) and products that incorporate compounds from the Lead Scaffold(s)."
286,286,adjudicated,MP,"Party A must ensure the waste heat power generation system of CDQ working hours no less than 7,200 hours/year. From the starting day of the project, Party B must ensure that the coking system works properly and working hours of the CDQ system must be no less than 8,000 hours/year."
287,287,adjudicated,DP,"CytoDyn shall have the right to terminate this Agreement in its entirety upon written notice to Vyera on the occurrence of any of the following:<omitted>(c) Vyera breaches its obligations or covenants under Section 2.6 (Competitive Products); Except as expressly required under this Agreement, Vyera hereby covenants not to Develop, Manufacture, Commercialize or otherwise exploit a Competitive Product in the Territory during the Royalty Term, including by means of an Affiliate."
288,288,adjudicated,MP,"Each party covenants that         it shall not, under any circumstances, sue the other party (or its         officers, directors, successors and assigns) or any of that parties'         licensees, customers, or distributors (""Protected Entities"") for patent         infringment under any future patents or future patent rights relating to         said Developments, that either party owns or controls, so long as that         Protected Entity has a license from Commerce One or Corio to the         Software, or to a product that is a modification of, derivative work         based on, or replacement for the Software."
289,289,adjudicated,NP,"EXCEPT FOR A PARTY'S OBLIGATIONS SET FORTH IN THIS ARTICLE 13, AND ANY BREACH OF ARTICLE 10 (CONFIDENTIALITY), IN NO EVENT WILL EITHER PARTY BE LIABLE TO THE OTHER PARTY (OR THE OTHER PARTY'S AFFILIATES OR SUBLICENSEES) IN CONNECTION WITH THIS AGREEMENT FOR LOST REVENUE, LOST PROFITS, LOST ROYALTIES, LOST SAVINGS, LOSS OF USE, DAMAGE TO GOODWILL, OR ANY CONSEQUENTIAL, INCIDENTAL, SPECIAL, EXEMPLARY, PUNITIVE OR INDIRECT DAMAGES IN CONNECTION WITH THIS AGREEMENT, HOWEVER CAUSED, UNDER ANY THEORY OF LIABILITY, INCLUDING CONTRACT, NEGLIGENCE, OR STRICT LIABILITY, EVEN IF THAT PARTY HAS BEEN PLACED ON NOTICE OF THE POSSIBILITY OF SUCH DAMAGES."
290,290,adjudicated,DP,"Solely in the event that Dova has terminated this Agreement pursuant to Section 12.3.1 and notwithstanding anything else herein, in consideration of the promotion services performed by Valeant during the Term, with respect to the Tail Period, Dova shall make payments to Valeant in an amount equal to [***] of the amounts that would have been payable by Dova to Valeant with respect to such Tail Period pursuant to Section 6.1 had the Agreement not been so terminated."
291,291,adjudicated,NP,"NOTWITHSTANDING ANYTHING TO THE CONTRARY HEREIN, NEITHER PARTY SHALL BE LIABLE FOR ANY INDIRECT, SPECIAL, INCIDENTAL, CONSEQUENTIAL OR EXEMPLARY DAMAGES, WHETHER FORESEEABLE OR NOT, THAT ARE IN ANY WAY RELATED TO THIS AGREEMENT."
292,292,adjudicated,DP,"provided that such limitation of liability shall not apply to any liability that is the result of (i) gross negligence, fraud or willful misconduct of a Party, (ii) a Third Party Claim, (iii) the failure to pay the Service Fees (which amount shall not be included in calculating Owner's Maximum Liability), (iv) a claim of Owner against BE or Operator in the event of any breach, default or misrepresentation of any representation and warranty or covenant set forth in Section 8.2(e) or (v) a claim of Owner against BE or Operator under Section 2.8. Subject always to the Maximum Liability limitations set forth in the preceding sentence, except for damages specifically provided for in this Agreement or in connection with the indemnification for damages awarded to a third party under a Third Party Claim, damages hereunder are limited to direct damages, and in no event shall a Party be liable to the other Party, and the Parties hereby waive claims, for (a) indirect, punitive, special or consequential damages or loss of profits; provided, however, that the loss of profits language set forth in this Section 7.1 shall not be interpreted to exclude from Indemnifiable Losses any claim, demand, suit, loss, liability, damage, obligation, payment, cost or expense (including the cost and expense of any action, suit, proceeding, assessment, judgment, settlement or compromise relating thereto and reasonable attorneys' fees and reasonable<omitted>disbursements in connection therewith) that would otherwise be included in the definition of Indemnifiable Losses because they result from a reduction in the profits of Owner, Diamond State Generation Holdings, LLC, or both, and (b) losses or liabilities incurred by the officers, directors, members, managers, partners, shareholders or Affiliates of such Party (unless on behalf of Owner)."
293,293,adjudicated,MP,"Notwithstanding anything in this Agreement to the contrary, Licensee has no right to sublicense any rights granted hereunder to any third party, or otherwise permit any third party to use any Licensed Domain Names or Licensed Content; provided, however, that any rights granted to Licensee hereunder shall be sublicensable, without the prior written consent of Licensor, to SINA Leju and Licensee's Affiliates that are controlled by SINA Leju solely for the purpose of operating the Business during the Term. Subject to the terms and conditions of this Agreement, Licensor hereby grants to Licensee, and Licensee hereby accepts from Licensor, an exclusive, non-transferable (except as set forth in Section 10.7) and non-sublicensable (except as provided in Section 2.1(c)) license to use the Licensed Domain Names in connection with the Business during the Term. Subject to the terms and conditions of this Agreement, Licensor hereby grants to Licensee, and Licensee hereby accepts from Licensor, an exclusive, non-transferable (except as set forth in Section 10.7) and non-sublicensable (except as provided in Section 2.1(c)) license to use the Licensed Content in connection with websites associated with the Licensed Domain Names until the earlier of (i) termination or expiration of this Agreement, or (ii) termination or expiration of the Agency Agreement, provided, however, that in the event the Agency Agreement is amended or restated, such amendment or restatement shall not be deemed a termination or expiration of the Agency Agreement."
294,294,adjudicated,MP,"Provided that Constellation is not then in breach of its obligations pursuant to this Agreement, including without limitation Section 2.1 hereof, and provided that Constellation has available for purchase a product or service which meets the needs of the HOF Entities at competitive market pricing, (a) neither of the HOF Entities shall purchase, at any time during the Term, any commodity electricity or gas from any person or entity other than Constellation and its affiliates and (b) in the event and to the extent mutually agreed by the Parties, neither of the HOF Entities shall grant or award to any company designated by Constellation (and mutually agreeable to the HOF Entities) any project which the Parties mutually agree shall not be granted or awarded to such company"
295,295,adjudicated,DP,"Notwithstanding the foregoing, Wade agrees that for a period of ninety (90) days prior to the expiration of the Term (unless the Agreement is terminated by Wade as permitted hereunder), Naked shall have the exclusive right to negotiate for continued endorsement by Athlete of the Naked Products."
296,296,adjudicated,MP,"During reasonable business hours IMPCO and MIL/MINDA will have the right to visit, enter and inspect each plant and other establishment at which the JVC manufactures and/or processes the Products. In exercising such right, the Parties will be reasonable. During reasonable business hours IMPCO and MIL/MINDA will have the right to inspect, and make copies of any and all of the JVC 's business records, including but not limited to financial records, books, accounts and reports. In exercising such right IMPCO and MIL/MINDA will be reasonable."
297,297,adjudicated,DP,"EXCEPT IN CONNECTION WITH A BREACH BY EITHER PARTY OF ARTICLE 10, THE INDEMNIFICATION OBLIGATIONS OF PAPEREXCHANGE UNDER SECTIONS 12.4(c)  [Indemnification by PaperExchange] AND THE INDEMNIFICATION OBLIGATIONS OF VERTICALNET UNDER SECTION 12.5(c)  [Indemnification by VerticalNet], NEITHER PARTY WILL BE LIABLE FOR ANY SPECIAL, INDIRECT, CONSEQUENTIAL, EXEMPLARY OR INCIDENTAL DAMAGES ARISING OUT OF OR RELATED TO THIS AGREEMENT, HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY (INCLUDING NEGLIGENCE), EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. EXCEPT IN CONNECTION WITH A BREACH BY EITHER PARTY OF ARTICLE 10, THE INDEMNIFICATION OBLIGATIONS OF PAPEREXCHANGE UNDER SECTION 12.4(c)  [Indemnification by PaperExchange] AND THE INDEMNIFICATION OBLIGATIONS OF VERTICALNET UNDER SECTION 12.5(c)  [Indemnification by VerticalNet], EACH PARTY'S LIABILITY FOR DAMAGES HEREUNDER SHALL NOT EXCEED $1,000,000."
298,298,adjudicated,DP,"During the Term, Customer hereby grants to Supplier a paid-up, royalty-free, non-exclusive license, without the right to sublicense, to Customer's Confidential Information and the Customer Technology reasonably necessary to Manufacture and supply to Customer the Product hereunder, but only for such purposes. only for such purposes. The Parties agree that the license grant contained in this Section 11.3 is personal to Supplier only and shall be exercised by Supplier only,"
299,299,adjudicated,NP,"In no event will either party be liable to the other for special, incidental, or indirect damages or for any consequential damages (including lost profits or savings), even if they are informed of the possibility; provided that this Section 10.0 does not apply to Customer's failure to pay any amounts owing to IBM under this Agreement (including amounts owing for Services that would have been rendered but for Customer's breach of this Agreement)."
300,300,adjudicated,DP,"TO THE GREATEST EXTENT PERMITTED UNDER APPLICABLE LAW, IN NO EVENT WILL A PARTY'S AGGREGATE LIABILITY (ABOVE AMOUNTS ACTUALLY PAID OR REIMBURSED BY SUCH PARTY'S INSURER (TO THE EXTENT NOT SELF-INSURED)) FOR A CLAIM ARISING OUT OF OR RELATED TO THIS AGREEMENT UNDER ANY LEGAL OR EQUITABLE THEORY, INCLUDING BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY, AND OTHERWISE EXCEED [***], EXCEPT THAT (A) SUCH LIMITATION SHALL NOT APPLY TO (I) A PARTY'S BREACH OF ARTICLE 10 (CONFIDENTIALITY), [***], (V) A PARTY'S FRAUD, GROSS NEGLIGENCE OR WILLFUL MISCONDUCT OR (VI) A PARTY'S INDEMNIFICATION OBLIGATIONS UNDER ARTICLE 12 (INDEMNIFICATION; INSURANCE) AND (B) SUCH LIMITATION ON LIABILITY SHALL NOT INCLUDE ANY AMOUNTS ACCRUED AND ACTUALLY OWED PURSUANT TO THE TERMS OF THIS AGREEMENT. EXCEPT TO THE EXTENT ARISING (A) FROM A PARTY'S BREACH OF ARTICLE 10 (CONFIDENTIALITY), (B) [***] (E) FROM A PARTY'S FRAUD, GROSS NEGLIGENCE OR WILLFUL MISCONDUCT OR (F) IN CONNECTION WITH A PARTY'S INDEMNIFICATION OBLIGATIONS UNDER ARTICLE 12 (INDEMNIFICATION; INSURANCE), IN NO EVENT WILL EITHER PARTY BE LIABLE TO THE OTHER PARTY FOR ANY LOST PROFITS, INDIRECT, SPECIAL, INCIDENTAL, EXEMPLARY OR CONSEQUENTIAL DAMAGES OF ANY KIND ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT, HOWEVER CAUSED AND ON<omitted>ANY THEORY OF LIABILITY (WHETHER IN CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY OR OTHERWISE). THE LIMITATIONS SET FORTH IN THIS SECTION WILL APPLY EVEN IF A PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES, AND NOTWITHSTANDING ANY FAILURE OF ESSENTIAL PURPOSE OF ANY LIMITED REMEDY."
301,301,adjudicated,MP,"No Participant will engage in any business, venture or transaction, whether directly or indirectly, that might be competitive with the business of the Joint Venture or that would be in direct conflict of<omitted>interest to the Joint Venture without the unanimous written consent of the remaining Participants."
302,302,adjudicated,MP,Moelis Holdings agrees not to open an office in Japan conducting Covered Businesses during the term of this Agreement.
303,303,adjudicated,MP,"In order to keep your exclusivity, you agree to purchase a minimum of the following:   $170,000.00 of soup from us in 2015 $1,600,00.00 of soup from us in 2016 $3,200,000.00 of soup from us in 2017 $5,000,000.00 of soup from us in 2018 and shall increase 10% each year thereafter. If you do not meet the Minimum Development Quota, we may cancel your exclusive right to market and sell Unit Franchises in your Master Territory and may sell additional Master Franchises within your Master Territory, or we may begin operations of our own in your Master Territory, or we may terminate this Agreement. You shall be in default under this Agreement, and we may, at our option, terminate this Agreement and all rights granted under this Agreement, without affording you any opportunity to cure the default, effective immediately upon receipt of notice by you upon the occurrence of any of the following events:<omitted>If you fail to comply with the Minimum Development Quota. In addition to The Original Soupman business you must own and continuously operate, you must sell and have open the minimum number of The Original Soupman businesses as set forth on Attachment E hereto (the ""Minimum Development Quota"") by the dates set forth on such Attachment. You shall expend not less than $5,000 each month on such Solicitation Advertising."
304,304,adjudicated,MP,"The Parties will issue a joint press release promptly upon concluding Advertising. this Agreement, which press release shall be subject to the Party's mutual approval, which shall in any event state that Company is the exclusive provider on the ACSI Site of premium spoken-word audio product for download or streaming over the world wide web. During the Term, [***], ACSI will not offer or sell through the ACSI Site, or authorize any third party to sell through the ACSI Site, any Exclusive Spoken-Word Audio Products; [***]."
305,305,adjudicated,MP,"Subject to the terms and conditions of this Agreement, PACIFICAP ENTERTAINMENT hereby grants to THE HENRY FILM AND ENTERTAINMENT CORPORATION, under PACIFICAP ENTERTAINMENT'S full ownership and or fully authorized licensing Rights of Content  (a) A 10 year exclusive, worldwide license to use, modify, reproduce, distribute, display and transmit any and all PACIFICAP ENTERTAINMENT nostalgic television show library Content."
306,306,adjudicated,NP,"We will then have the prior right and option, to be exercised by notice given at any time before the effective date of such proposed assignment and assumption, to accept an assignment of the Agreement to us upon the same terms and conditions, and for the same consideration, if any, as in the bona fide offer made by the proposed assignee, less any brokerage commissions that may be payable by you out of the consideration to be paid by such assignee for the assignment of the Agreement. If, for any reason, this Agreement is not terminated pursuant to this Section 17, and the Agreement is assumed, or assignment of the same to any person or entity who has made a bona fide offer to accept an assignment of the Agreement is contemplated, pursuant to the U.S. Bankruptcy Code, then notice of such proposed assignment or assumption, setting forth: (a) the name and address of the proposed assignee; and (b) all of the terms and conditions of the proposed assignment and assumption; must be given to us within twenty (20) days after receipt of such proposed assignee's offer to accept assignment of the Agreement; and, in any event, within ten (10) days before the date application is made to a court of competent jurisdiction for authority and approval to enter into such assignment and assumption."
307,307,adjudicated,MP,"NOTWITHSTANDING THE FOREGOING, NOTHING IN THIS SECTION IS INTENDED TO LIMIT OR RESTRICT THE DAMAGES AVAILABLE FOR BREACHES OF SECTION 3.1 (GRANT OF RIGHTS), SECTION 5 (CONFIDENTIALITY PROVISIONS), OR SECTIONS 8.1 AND 8.2 (OWNERSHIP AND LICENSE)."
308,308,adjudicated,DP,"XENCOR hereby grants to BII and BII herewith accepts a non exclusive, worldwide, irrevocable, sublicensable (in several cascades), perpetual, royalty-free/fully paid up license under the XENCOR Intellectual Property to the extent it is generally applicable to the manufacturing of biopharmaceutical products, handling<omitted>of cell lines and/or development of manufacturing processes, to use such XENCOR Intellectual Property in for the manufacture of biopharmaceutical products, handling of cell lines and/or development of manufacturing processes, but excluding any use with respect to the Product (or any modification, derivative or fragment thereof). Subject to XENCOR's adherence to the obligations under this Agreement, BII hereby grants XENCOR a worldwide, irrevocable, exclusive, sublicensable and royalty free license to use the Process and all reasonably necessary related BII Confidential Information and Know- How, BII Technology and BII Intellectual Property for the sole purpose of making and having made the Product; provided that such license shall become effective only upon complete payment of the Technology Access Fee, as applicable."
309,309,adjudicated,MP,"Notwithstanding the preceding sentences, this Subsection will not limit the liability of a Party for any amount or type of damages for: (1) the defense and indemnification of an Indemnified Claim on which the Party is the Indemnifying Party; (2) infringement by the Party on the intellectual property of the other Party; (3) the unauthorized disclosure or use by the Party of the Confidential Information of the other Party; (4) payment or reimbursement of any amount expressly required to be paid or reimbursed by the Party under a provision of this Agreement; or (5) the intentional misconduct of the Party in violation of Applicable Laws."
310,310,adjudicated,NP,"The Creating Party grants to the other Party a time-limited first right to negotiate a commercial license to use, reproduce, display, and perform commercially valuable Copyright Materials for commercial purposes, and to distribute and/or sublicense such commercially valuable Copyright Materials to third parties."
311,311,adjudicated,NP,"In case OntoChem finds a novel and unexpected antiviral use of those Rejected Hit Compounds during this 2-years period, it will notify Anixa about these findings and Anixa has the right of first negotiation during a period of 6 months after this notification. If Anixa decides to not license those uses or compounds for this novel antiviral use, OntoChem is free to develop those molecules further as its own intellectual property without any further restrictions."
312,312,adjudicated,DP,"[***] hereby grants to  [***] a non-exclusive, non-transferable (except in connection with a permitted assignment, sublicense or subcontract) ""right of reference"" (as defined in 21 CFR 314.3(b)) with respect to [***] clinical trial data (including  [***]), information (including the  [***], as applicable) and results related to  [***], solely as necessary for [***] to prepare, submit and maintain regulatory submissions related to [***] and Regulatory Approvals for [***]. [***] hereby grants to [***] a non-exclusive, non-transferable (except<omitted>in connection with a permitted assignment, sublicense or subcontract) ""right of reference"" (as defined in 21 CFR 314.3(b)) with respect to clinical trial data and results related to [***], solely as necessary for [***] to prepare, submit and maintain regulatory submissions related to  [***] and Regulatory Approvals for  [***]."
313,313,adjudicated,MP,"Allied shall not at any time do, or cause to be done, directly or indirectly any act that may impair or tarnish any part of Newegg's goodwill and reputation in the Newegg Marks and the Newegg Products."
314,314,adjudicated,MP,"Should             these results differ to those provided by Client's server by more             than 10%, Client may, once per quarter during Excite's regular             business hours and at Client's sole expense, review these records to             verify the accuracy and appropriate accounting of XXXXXXXXX             delivered pursuant to the Agreement. In addition, Excite may, upon no less             than thirty (30) days prior written notice to Client, cause an             independent Certified Public Accountant to inspect the records of             Client reasonably related to the calculation of such payments during             Client's normal business hours."
315,315,adjudicated,DP,"The Investor, the Agent and the Lenders hereby acknowledge and agree that (a) an amount equal to the lesser of (i) the full amount of each Required Capital Contribution that has not been made by the Investor and (ii) the then-outstanding balance of the Obligations, represents a reasonable estimate of the damages which the Agent and the Lenders will sustain upon the occurrence of an Maintenance Event of Default hereunder, and (b) such lesser amount will be the full, agreed and liquidated damages resulting from the occurrence of any Maintenance Event of Default hereunder. The payment of such amount is intended to constitute liquidated damages to the Agent and the Lenders and shall not be deemed to constitute a forfeiture or penalty."
316,316,adjudicated,MP,"During the term of this Agreement, DISTRIBUTOR shall have          the exclusive right for selling the Products to Beijing Sino-US Jinche          Yingang Auto Technological Services Limited (the ""Auto Center""). PPG          Shanghai or any of its direct or indirect affiliates shall not sell any          of its products directly to the Auto Center or to any of the Auto          Center's affiliates in China or throughout the world, unless PPG          Shanghai obtains Distributor's written approval."
317,317,adjudicated,DP,"Airspan grants Distributor, and Distributor hereby accepts, a nonexclusive, non-transferable license to use, and to sublicense as set forth below, Software provided by Airspan hereunder only on a single System or unit of Equipment, as may be applicable."
318,318,adjudicated,DP,"Subject to the terms and conditions of this         Agreement, Commerce One hereby grants to Corio a fee-bearing, perpetual         and irrevocable, nonexclusive, nontransferable (except in accordance         with Section 14.1 of this Agreement), right and license in the Territory         to (i) reproduce the Software in machine executable object code format         only for installation on the Corio Servers; (ii) install multiple copies         of the Software on Corio's Servers which will be made remotely         accessible to Corio's Customers for their subsequent use, (iii) permit         limited access to and use of the Software and MarketSite.net Service by         Customers through Corio Servers; (iv) sublicense an unlimited number of         Customers to access and use the Software and MarketSite.net Service only         through the installation on Corio servers; and (v) use Commerce One's         tools and utilities, subject to any restrictions placed on the Commerce         One by third party software providers, to modify and manage the         Software. Subject to the terms and conditions of this         Agreement, Commerce One grants to Corio a nonexclusive, nontransferable         (except in accordance with Section 14.1 of this Agreement),         royalty-free, fully paid up, perpetual right and license in the         Territory to reproduce, install and use additional copies of the         Software and Software tools and utilities, subject to any restrictions         placed on the Commerce One by third party software providers, in machine         executable object code for (i) Corio's internal business operations and         (ii) production, testing, development, upgrade, reporting and training."
319,319,adjudicated,DP,"On reasonable notice, each party shall have the right to examine said books and records; provided that such examination will be made no more than twice in any given twelve month period, and shall be made during normal business hours."
320,320,adjudicated,MP,Detto shall not contest the validity of any of the Property or PivX's exclusive ownership of them.
321,321,adjudicated,MP,"Pey Dirt expressly agrees that the right to use Manning Identification will not be granted to anyone other than Company for use within the Contract Territory during the Contract Period in connection with the advertisement, promotion and sale of Products. Pey Dirt grants to Company the exclusive right and license to use Manning Identification within the Contract Territory during the Contract Period in connection with the advertisement and promotion by Company of Products in television, radio, print and point of purchase."
